ExperimentName,Subject,Session,0,Display.RefreshRate,Group,RandomSeed,0,0,0,Block,Filename,FileText,Noise,Procedure,Running,Slide1.RESP,Slide1.RT,Slide1.RTTime,StimList,StimList.Cycle,StimList.Sample
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,1,A180703_2T.wav,The FLOOR LOOKED CLEAN. ,2Talker,TypeSPINProc,StimList,quarter{ESCAPE},12660,71863,3,1,1
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,2,A181504_1T.wav,The SHOP CLOSED for LUNCH.   ,1T,TypeSPINProc,StimList,{LEFTARROW}at{SPACE}breakfast{SPACE}he{SPACE}drinks{SPACE}orange{SPACE}juice{SPACE}we{SPACE}heard{ESCAPE},31096,105430,52,1,2
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,3,A181514_1T.wav,MOTHER TIED the STRING.   ,1T,TypeSPINProc,StimList,scarves{SPACE}around{SPACE}their{SPACE}necks{SPACE}my{SPACE}parents{ESCAPE},12965,120198,62,1,3
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,4,A180705_2T.wav,The FRUIT IS on the GROUND.   ,2Talker,TypeSPINProc,StimList,on{SPACE}the{SPACE}ground{SPACE}february{ESCAPE},12329,133709,5,1,4
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,5,A181515_1T.wav,The TRAIN STOPS at the STATION.   ,1T,TypeSPINProc,StimList,for{SPACE}dessert{SPACE}he{SPACE}had{SPACE}apple{SPACE}pie{ESCAPE},10695,145989,63,1,5
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,6,A181005_SSN.wav,THEY FOLLOWED the PATH.   ,SSN,TypeSPINProc,StimList,follow{SPACE}the{ESCAPE},7896,156253,37,1,6
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,7,A180902_8T.wav,The YOUNG BOY LEFT HOME.   ,8Talker,TypeSPINProc,StimList,{ESCAPE},9626,166941,18,1,7
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,8,A180713_2T.wav,The GIRL has a PICTURE BOOK.   ,2Talker,TypeSPINProc,StimList,the{SPACE}girl{SPACE}has{SPACE}a{SPACE}picture{SPACE}nest{ESCAPE},14411,183404,13,1,8
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,9,A180910_8T.wav,THEY WENT on a VACATION.   ,SSN,TypeSPINProc,StimList,they{SPACE}went{SPACE}on{SPACE}vacation{ESCAPE},6071,190580,26,1,9
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,10,A181516_1T.wav,The PUPPY PLAYS with a BALL.   ,1T,TypeSPINProc,StimList,the{SPACE}warplane{SPACE}dropped{SPACE}the{SPACE}bomb{SPACE}the{SPACE}color{ESCAPE},11773,203756,64,1,10
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,11,A180904_8T.wav,SHE STOOD near her WINDOW.   ,8Talker,TypeSPINProc,StimList,she{SPACE}stood{SPACE}near{SPACE}her{SPACE}window{ESCAPE},8438,213116,20,1,11
SPIN,1006,1,0,59.942,1,1806130405,0,0,0,12,A181501_1T.wav,A MAN is TURNING the FAUCET.   ,1T,TypeSPINProc,StimList,a{SPACE}man{SPACE}is{SPACE}turning{SPACE}the{SPACE}faucet{ESCAPE},7712,221883,49,1,12
