ExperimentName,Subject,Session,0,Display.RefreshRate,Group,RandomSeed,0,0,0,Block,Filename,FileText,Noise,Procedure,Running,Slide1.RESP,Slide1.RT,Slide1.RTTime,StimList,StimList.Cycle,StimList.Sample
SPIN,2016,1,0,60.003,1,941328980,0,0,0,1,A181003_SSN.wav,THEY SAT on a WOODEN BENCH.   ,SSN,TypeSPINProc,StimList,it{SPACE}is{SPACE}not{SPACE}a{SPACE}green{SPACE}patch{ESCAPE},21243,65850,35,1,1
SPIN,2016,1,0,60.003,1,941328980,0,0,0,2,A180912_8T.wav,The LADY PACKED her BAG.   ,SSN,TypeSPINProc,StimList,the{SPACE}lady{SPACE}pass{SPACE}by{ESCAPE},9257,79145,28,1,2
SPIN,2016,1,0,60.003,1,941328980,0,0,0,3,A180901_8T.wav,The BOOK TELLS a STORY.   ,8Talker,TypeSPINProc,StimList,tell{SPACE}the{SPACE}story{ESCAPE},12875,93296,17,1,3
SPIN,2016,1,0,60.003,1,941328980,0,0,0,4,A181511_1T.wav,The TINY BABY was PRETTY.   ,1T,TypeSPINProc,StimList,bob{SPACE}watched{SPACE}a{SPACE}red{SPACE}elephant{ESCAPE},15982,110319,59,1,4
SPIN,2016,1,0,60.003,1,941328980,0,0,0,5,A180910_8T.wav,THEY WENT on a VACATION.   ,SSN,TypeSPINProc,StimList,they{SPACE}went{SPACE}{LEFTARROW}{LEFTARROW}to{SPACE}the{SPACE}museum{ESCAPE},44200,157469,26,1,5
SPIN,2016,1,0,60.003,1,941328980,0,0,0,6,A180711_2T.wav,The BALL is BOUNCING very HIGH.   ,2Talker,TypeSPINProc,StimList,x{ESCAPE},23648,182315,11,1,6
SPIN,2016,1,0,60.003,1,941328980,0,0,0,7,A181015_SSN.wav,The BUCKETS HOLD WATER.   ,SSN,TypeSPINProc,StimList,the{SPACE}bucket{SPACE}is{SPACE}walking{ESCAPE},28876,212258,47,1,7
SPIN,2016,1,0,60.003,1,941328980,0,0,0,8,A181504_1T.wav,The SHOP CLOSED for LUNCH.   ,1T,TypeSPINProc,StimList,finish{SPACE}the{SPACE}drink{ESCAPE},12954,226401,52,1,8
SPIN,2016,1,0,60.003,1,941328980,0,0,0,9,A180716_2T.wav,The NEW ROAD is on the MAP.   ,2Talker,TypeSPINProc,StimList,x{ESCAPE},8273,235553,16,1,9
SPIN,2016,1,0,60.003,1,941328980,0,0,0,10,A180712_2T.wav,FATHER FORGOT the BREAD.   ,2Talker,TypeSPINProc,StimList,the{SPACE}brother{SPACE}was{SPACE}{ESCAPE},34737,271367,12,1,10
SPIN,2016,1,0,60.003,1,941328980,0,0,0,11,A181013_SSN.wav,The SHIRTS are HANGING in the CLOSET.   ,SSN,TypeSPINProc,StimList,the{SPACE}shirts{SPACE}are{SPACE}hanging{SPACE}in{SPACE}the{SPACE}closet{ESCAPE},12060,287254,45,1,11
SPIN,2016,1,0,60.003,1,941328980,0,0,0,12,A181513_1T.wav,THEY WALKED ACROSS the GRASS.   ,1T,TypeSPINProc,StimList,where{SPACE}is{SPACE}my{SPACE}hat{ESCAPE},8612,296805,61,1,12
SPIN,2016,1,0,60.003,1,941328980,0,0,0,13,A181012_SSN.wav,The MILK was by the FRONT DOOR.   ,SSN,TypeSPINProc,StimList,the{SPACE}node{SPACE}is{SPACE}hard{SPACE}to{SPACE}see{ESCAPE},25269,323012,44,1,13
SPIN,2016,1,0,60.003,1,941328980,0,0,0,14,A181514_1T.wav,MOTHER TIED the STRING.   ,1T,TypeSPINProc,StimList,wear{SPACE}scarf{SPACE}around{SPACE}the{SPACE}neck{ESCAPE},13101,336843,62,1,14
SPIN,2016,1,0,60.003,1,941328980,0,0,0,15,A180715_2T.wav,HE is HOLDING his NOSE.   ,2Talker,TypeSPINProc,StimList,wear{SPACE}scarf{SPACE}around{SPACE}the{SPACE}neck{ESCAPE},16044,353618,15,1,15
SPIN,2016,1,0,60.003,1,941328980,0,0,0,16,A180710_2T.wav,THEY had TWO EMPTY BOTTLES.   ,2Talker,TypeSPINProc,StimList,where{SPACE}is{SPACE}my{SPACE}hat{ESCAPE},12972,367362,10,1,16
SPIN,2016,1,0,60.003,1,941328980,0,0,0,17,A181508_1T.wav,SHE BUMPED her HEAD.   ,1T,TypeSPINProc,StimList,many{SPACE}bump{SPACE}just{SPACE}start{SPACE}today{ESCAPE},21223,389296,56,1,17
SPIN,2016,1,0,60.003,1,941328980,0,0,0,18,A180706_2T.wav,MOTHER GOT a SAUCEPAN.,2Talker,TypeSPINProc,StimList,x{ESCAPE},11149,401304,6,1,18
SPIN,2016,1,0,60.003,1,941328980,0,0,0,19,A180904_8T.wav,SHE STOOD near her WINDOW.   ,8Talker,TypeSPINProc,StimList,x{ESCAPE},7039,409343,20,1,19
SPIN,2016,1,0,60.003,1,941328980,0,0,0,20,A181008_SSN.wav,SOMEONE is CROSSING the ROAD.   ,SSN,TypeSPINProc,StimList,someone{SPACE}is{SPACE}crossing{SPACE}the{SPACE}road{ESCAPE},12352,423039,40,1,20
