ExperimentName,Subject,Session,0,Display.RefreshRate,Group,RandomSeed,0,0,0,Block,Filename,FileText,Noise,Procedure,Running,Slide1.RESP,Slide1.RT,Slide1.RTTime,StimList,StimList.Cycle,StimList.Sample
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,1,A180907_8T.wav,The FIVE MEN are WORKING.    ,8Talker,TypeSPINProc,StimList,x{ESCAPE},14556,95034,23,1,1
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,2,A180911_8T.wav,The BABY BROKE his CUP.   ,8Talker,TypeSPINProc,StimList,the{ESCAPE},18360,121737,27,1,2
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,3,A181015_SSN.wav,The BUCKETS HOLD WATER.   ,SSN,TypeSPINProc,StimList,buckets{SPACE}full{SPACE}of{ESCAPE},12455,137648,47,1,3
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,4,A180903_8T.wav,THEY are CLIMBING the TREE.   ,8Talker,TypeSPINProc,StimList,climbing{ESCAPE},12244,152919,19,1,4
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,5,A180913_8T.wav,The DINNER PLATE is HOT.   ,SSN,TypeSPINProc,StimList,the{SPACE}dinner{SPACE}plate{SPACE}is{SPACE}hot{ESCAPE},17669,175893,29,1,5
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,6,A181514_1T.wav,MOTHER TIED the STRING.   ,1T,TypeSPINProc,StimList,scarves{SPACE}around{SPACE}her{SPACE}neck{SPACE}my{SPACE}parents{ESCAPE},29277,209483,62,1,6
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,7,A180712_2T.wav,FATHER FORGOT the BREAD.   ,2Talker,TypeSPINProc,StimList,trained{SPACE}by{SPACE}their{SPACE}coach{ESCAPE},16268,228538,12,1,7
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,8,A181516_1T.wav,The PUPPY PLAYS with a BALL.   ,1T,TypeSPINProc,StimList,the{SPACE}war{SPACE}plane{SPACE}dropped{SPACE}a{SPACE}bomb{SPACE}the{SPACE}color{ESCAPE},23400,254153,64,1,8
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,9,A180905_8T.wav,The TABLE has THREE LEGS.   ,SSN,TypeSPINProc,StimList,the{SPACE}table{SPACE}has{SPACE}three{SPACE}legs{ESCAPE},13250,269784,21,1,9
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,10,A181002_SSN.wav,The JANITOR USED a BROOM.   ,SSN,TypeSPINProc,StimList,the{SPACE}janitor{SPACE}used{SPACE}a{LEFTARROW}{ESCAPE},26915,301982,34,1,10
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,11,A181001_SSN.wav,A DISH TOWEL is by the SINK.   ,SSN,TypeSPINProc,StimList,the{SPACE}dish{SPACE}towel{SPACE}is{SPACE}by{SPACE}the{SPACE}sink{ESCAPE},19035,324333,33,1,11
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,12,A181013_SSN.wav,The SHIRTS are HANGING in the CLOSET.   ,SSN,TypeSPINProc,StimList,the{SPACE}shirts{SPACE}are{SPACE}hanging{SPACE}in{SPACE}the{SPACE}closet{ESCAPE},16638,342668,45,1,12
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,13,A181006_SSN.wav,The KITCHEN CLOCK was WRONG.   ,SSN,TypeSPINProc,StimList,the{SPACE}kitchen{SPACE}clock{SPACE}is{SPACE}wrong{ESCAPE},12741,356787,38,1,13
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,14,A181515_1T.wav,The TRAIN STOPS at the STATION.   ,1T,TypeSPINProc,StimList,animals{SPACE}for{SPACE}dessert{SPACE}he{SPACE}had{SPACE}apple{SPACE}pie{ESCAPE},36330,395192,63,1,14
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,15,A181014_SSN.wav,The GROUND was VERY HARD.   ,SSN,TypeSPINProc,StimList,the{SPACE}ground{SPACE}was{SPACE}very{SPACE}hard{ESCAPE},11361,408304,46,1,15
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,16,A181003_SSN.wav,THEY SAT on a WOODEN BENCH.   ,SSN,TypeSPINProc,StimList,he{SPACE}sat{SPACE}on{SPACE}a{SPACE}bench{ESCAPE},11960,421535,35,1,16
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,17,A180703_2T.wav,The FLOOR LOOKED CLEAN. ,2Talker,TypeSPINProc,StimList,people{SPACE}were{SPACE}at{SPACE}the{ESCAPE},11717,434958,3,1,17
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,18,A181501_1T.wav,A MAN is TURNING the FAUCET.   ,1T,TypeSPINProc,StimList,birds{SPACE}build{SPACE}their{SPACE}nests{SPACE}in{SPACE}trees{ESCAPE},23320,461277,49,1,18
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,19,A181504_1T.wav,The SHOP CLOSED for LUNCH.   ,1T,TypeSPINProc,StimList,first{SPACE}he{SPACE}drank{SPACE}some{SPACE}orange{SPACE}juice{ESCAPE},15325,477764,52,1,19
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,20,A181508_1T.wav,SHE BUMPED her HEAD.   ,1T,TypeSPINProc,StimList,many{SPACE}people{SPACE}like{SPACE}to{SPACE}start{SPACE}the{SPACE}day{ESCAPE},12531,492019,56,1,20
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,21,A180906_8T.wav,A LETTER FELL on the FLOOR.   ,SSN,TypeSPINProc,StimList,letters{ESCAPE},7816,500770,22,1,21
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,22,A181010_SSN.wav,THEY are RIDING their BICYCLES.   ,SSN,TypeSPINProc,StimList,they{SPACE}are{SPACE}riding{SPACE}their{SPACE}bicycles{ESCAPE},14679,517065,42,1,22
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,23,A181503_1T.wav,HE is SUCKING his THUMB.   ,1T,TypeSPINProc,StimList,five{SPACE}cense{SPACE}{SHIFT}I{SPACE}wear{SPACE}my{SPACE}hat{SPACE}on{SPACE}my{SPACE}head{ESCAPE},27162,545664,51,1,23
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,24,A181007_SSN.wav,The DOG JUMPED ON the CHAIR.   ,SSN,TypeSPINProc,StimList,the{SPACE}dog{SPACE}jumped{SPACE}over{SPACE}the{SPACE}chair{ESCAPE},13382,563182,39,1,24
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,25,A181008_SSN.wav,SOMEONE is CROSSING the ROAD.   ,SSN,TypeSPINProc,StimList,someone{SPACE}is{SPACE}crossing{SPACE}the{SPACE}road{ESCAPE},11376,578942,40,1,25
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,26,A181016_SSN.wav,The CHICKEN LAID some EGGS.   ,SSN,TypeSPINProc,StimList,the{SPACE}chicken{SPACE}laid{SPACE}some{SPACE}eggs{ESCAPE},17937,597852,48,1,26
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,27,A180902_8T.wav,The YOUNG BOY LEFT HOME.   ,8Talker,TypeSPINProc,StimList,a{SPACE}young{SPACE}boy{ESCAPE},7235,606916,18,1,27
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,28,A181004_SSN.wav,The GOOD BOY is HELPING.   ,SSN,TypeSPINProc,StimList,the{SPACE}good{SPACE}boy{SPACE}is{SPACE}healthy{ESCAPE},11078,619275,36,1,28
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,29,A181512_1T.wav,The DAUGHTER SET the TABLE.   ,1T,TypeSPINProc,StimList,he{SPACE}had{SPACE}apple{SPACE}pie{SPACE}rain{SPACE}falls{SPACE}from{ESCAPE},18045,639274,60,1,29
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,30,A180716_2T.wav,The NEW ROAD is on the MAP.   ,2Talker,TypeSPINProc,StimList,from{SPACE}a{SPACE}feild{ESCAPE},17951,658929,16,1,30
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,31,A180706_2T.wav,MOTHER GOT a SAUCEPAN.,2Talker,TypeSPINProc,StimList,the{SPACE}color{SPACE}of{SPACE}a{SPACE}lemon{SPACE}is{ESCAPE},15367,675144,6,1,31
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,32,A181502_1T.wav,The OVEN is TOO HOT.,1T,TypeSPINProc,StimList,monday{SPACE}is{SPACE}the{SPACE}first{SPACE}day{SPACE}of{SPACE}the{SPACE}week{ESCAPE},16234,692943,50,1,32
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,33,A180705_2T.wav,The FRUIT IS on the GROUND.   ,2Talker,TypeSPINProc,StimList,are{SPACE}animals{SPACE}for{SPACE}dessert{ESCAPE},24670,719045,5,1,33
SPIN,1014,1,0,60.004,1,-1773854164,0,0,0,34,A180914_8T.wav,The TRAIN is MOVING FAST.   ,SSN,TypeSPINProc,StimList,the{SPACE}train{SPACE}is{SPACE}moving{SPACE}fast{ESCAPE},17810,738100,30,1,34
