ExperimentName,Subject,Session,0,Display.RefreshRate,Group,RandomSeed,0,0,0,Block,Filename,FileText,Noise,Procedure,Running,Slide1.RESP,Slide1.RT,Slide1.RTTime,StimList,StimList.Cycle,StimList.Sample
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,1,A180912_8T.wav,The LADY PACKED her BAG.   ,SSN,TypeSPINProc,StimList,the{SPACE}lady{SPACE}has{SPACE}two{SPACE}bags{ESCAPE},16602,110286,28,1,1
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,2,A180916_8T.wav,The CAR HIT a WALL.   ,SSN,TypeSPINProc,StimList,car{SPACE}hits{SPACE}the{SPACE}wall{ESCAPE},9921,125221,32,1,2
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,3,A181002_SSN.wav,The JANITOR USED a BROOM.   ,SSN,TypeSPINProc,StimList,the{SPACE}janitor{SPACE}used{SPACE}grot{ESCAPE},23342,149924,34,1,3
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,4,A181502_1T.wav,The OVEN is TOO HOT.,1T,TypeSPINProc,StimList,monday{SPACE}is{SPACE}the{SPACE}first{SPACE}day{SPACE}of{SPACE}week{ESCAPE},15921,166819,50,1,4
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,5,A181014_SSN.wav,The GROUND was VERY HARD.   ,SSN,TypeSPINProc,StimList,the{SPACE}ground{SPACE}is{SPACE}very{SPACE}hard{ESCAPE},9206,176802,46,1,5
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,6,A181009_SSN.wav,The MAILMAN BROUGHT a LETTER.   ,SSN,TypeSPINProc,StimList,the{SPACE}mail{SPACE}is{SPACE}on{SPACE}eleven{ESCAPE},9017,187146,41,1,6
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,7,A181011_SSN.wav,HE BROKE his LEG.   ,SSN,TypeSPINProc,StimList,the{SPACE}gril{SPACE}is{SPACE}left{ESCAPE},14214,202193,43,1,7
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,8,A181007_SSN.wav,The DOG JUMPED ON the CHAIR.   ,SSN,TypeSPINProc,StimList,the{SPACE}dog{SPACE}jumped{SPACE}down{SPACE}chair{ESCAPE},12302,216880,39,1,8
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,9,A181505_1T.wav,The DRIVER STARTED the ENGINE.   ,1T,TypeSPINProc,StimList,the{SPACE}engine{ESCAPE},15743,233287,53,1,9
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,10,A181005_SSN.wav,THEY FOLLOWED the PATH.   ,SSN,TypeSPINProc,StimList,they{SPACE}follow{SPACE}the{SPACE}cat{ESCAPE},12083,246543,37,1,10
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,11,A181003_SSN.wav,THEY SAT on a WOODEN BENCH.   ,SSN,TypeSPINProc,StimList,sat{SPACE}{ESCAPE},11552,258894,35,1,11
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,12,A181001_SSN.wav,A DISH TOWEL is by the SINK.   ,SSN,TypeSPINProc,StimList,the{SPACE}dish{SPACE}towel{SPACE}is{SPACE}back{SPACE}to{SPACE}seat{ESCAPE},16853,276661,33,1,12
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,13,A180704_2T.wav,SHE FOUND her PURSE.,2Talker,TypeSPINProc,StimList,she{SPACE}found{SPACE}her{SPACE}purse{ESCAPE},9548,286805,4,1,13
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,14,A181511_1T.wav,The TINY BABY was PRETTY.   ,1T,TypeSPINProc,StimList,the{SPACE}tiny{SPACE}baby{SPACE}was{SPACE}pretty{ESCAPE},10305,297812,59,1,14
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,15,A180910_8T.wav,THEY WENT on a VACATION.   ,SSN,TypeSPINProc,StimList,the{SPACE}went{SPACE}a{SPACE}{ESCAPE},11061,309267,26,1,15
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,16,A181509_1T.wav,THEY MET SOME FRIENDS.   ,1T,TypeSPINProc,StimList,the{SPACE}met{SPACE}some{SPACE}friends{ESCAPE},8907,318963,57,1,16
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,17,A180905_8T.wav,The TABLE has THREE LEGS.   ,SSN,TypeSPINProc,StimList,the{SPACE}table{SPACE}has{SPACE}free{SPACE}legs{ESCAPE},15718,335290,21,1,17
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,18,A181510_1T.wav,The RAINCOAT is HANGING UP.  ,1T,TypeSPINProc,StimList,the{SPACE}raincoat{SPACE}is{SPACE}pink{ESCAPE},19349,355153,58,1,18
SPIN,2014,1,0,60.003,1,-1136406929,0,0,0,19,A180902_8T.wav,The YOUNG BOY LEFT HOME.   ,8Talker,TypeSPINProc,StimList,the{SPACE}young{SPACE}boy{ESCAPE},7827,363697,18,1,19
